股票代碼,股票名稱,今日狀態,今日收盤,今日RSI,戰術標籤,隔天勝率,五日勝率,五日平均收益,平均洗盤深度,歷史次數,建議買進價,raw_wr5,raw_pnl
BID.VN,未知,無,41150.0,27.64,🟢 黃金標的,50.00%,70.00%,5.91%,-2.46%,10,0,0.7,0.0591
PLX.VN,未知,無,40500.0,37.45,🟢 黃金標的,77.78%,66.67%,8.74%,-4.83%,9,0,0.6667,0.0874
VIC.VN,未知,無,193200.0,21.07,🟢 黃金標的,60.00%,60.00%,4.39%,-4.79%,5,0,0.6,0.0439
VCB.VN,未知,無,61500.0,29.33,🟡 妖股/高波動,63.64%,36.36%,3.17%,-2.00%,11,0,0.3636,0.0317
BCM.VN,未知,無,52900.0,39.66,⚪ 一般監控,0.00%,50.00%,1.75%,-4.12%,4,0,0.5,0.0175
FPT.VN,未知,無,73700.0,41.4,⚪ 一般監控,20.00%,40.00%,0.55%,-3.47%,5,0,0.4,0.0055
VNM.VN,未知,無,58300.0,39.47,⚪ 一般監控,40.00%,40.00%,0.33%,-3.85%,5,0,0.4,0.0033
VPB.VN,未知,無,25900.0,41.3,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0,0,0.0,0.0
MBB.VN,未知,無,24650.0,50.72,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0,0,0.0,0.0
VID.VN,未知,無,4920.0,56.67,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0,0,0.0,0.0
FUEVFVND.VN,未知,無,35720.0,47.95,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0,0,0.0,0.0
SSI.VN,未知,無,26500.0,39.73,🔴 空頭陷阱,25.00%,50.00%,-2.79%,-5.32%,4,0,0.5,-0.0279
GMD.VN,未知,無,76000.0,51.33,🔴 空頭陷阱,50.00%,50.00%,-1.11%,-2.69%,14,0,0.5,-0.0111
VHC.VN,未知,無,57100.0,44.21,🔴 空頭陷阱,28.57%,42.86%,-0.68%,-3.11%,7,0,0.4286,-0.0068
FRT.VN,未知,無,122400.0,18.0,🔴 空頭陷阱,50.00%,33.33%,-1.23%,-2.71%,6,0,0.3333,-0.0123
E1VFVN30.VN,未知,無,34980.0,29.61,🔴 空頭陷阱,66.67%,33.33%,-1.42%,-1.34%,3,0,0.3333,-0.0142
HPG.VN,未知,無,23550.0,45.52,🔴 空頭陷阱,33.33%,33.33%,-0.29%,-1.88%,3,0,0.3333,-0.0029
VHM.VN,未知,無,146000.0,36.5,🔴 空頭陷阱,25.00%,25.00%,-1.05%,-5.09%,4,0,0.25,-0.0105
GEE.VN,未知,無,97200.0,28.62,🔴 空頭陷阱,54.55%,18.18%,-5.81%,-7.55%,11,0,0.1818,-0.0581
MWG.VN,未知,無,77400.0,50.62,🔴 空頭陷阱,33.33%,0.00%,-6.17%,-3.39%,3,0,0.0,-0.0617
HVN.VN,未知,無,21150.0,49.02,🔴 空頭陷阱,100.00%,0.00%,-4.38%,-4.72%,1,0,0.0,-0.0438
VJC.VN,未知,無,179000.0,60.19,🔴 空頭陷阱,50.00%,0.00%,-3.02%,-4.94%,2,0,0.0,-0.0302
