id,name,price,signal,pnl,count,win_rate,reason
3059.TW,華晶科,49.3499984741,☁️ 觀望,60.12,5,80.0,[P:0.95/50.0] [🚀 極強] 等待機會
2464.TW,盟立,173.0,☁️ 觀望,59.84,6,50.0,[P:0.95/50.0] [🚀 極強] 等待機會
1590.TW,亞德客-KY,1395.0,🟡 預警 (⚡ 糾結噴發),33.46,7,71.43,[P:0.95/8.0] [📉 轉弱] 均線糾結且短均線轉強
2395.TW,研華,499.5,🟡 預警 (⚡ 糾結噴發),17.69,7,42.86,[P:0.95/8.0] [🚀 極強] 均線糾結且短均線轉強
2049.TW,上銀,343.5,☁️ 觀望,15.87,7,28.57,[P:0.95/8.0] [📉 轉弱] 等待機會
4583.TW,台灣精銳,630.0,☁️ 觀望,15.63,4,50.0,[P:0.95/8.0] [📉 轉弱] 等待機會
1597.TW,直得,157.5,☁️ 觀望,10.51,7,42.86,[P:0.95/8.0] [📉 轉弱] 等待機會
2359.TW,所羅門,136.5,☁️ 觀望,8.52,5,60.0,[P:0.95/8.0] [📉 轉弱] 等待機會
6414.TW,樺漢,381.0,🟡 預警 (⚡ 糾結噴發),-1.54,8,25.0,[P:0.95/8.0] [🚀 極強] 均線糾結且短均線轉強
2374.TW,佳能,74.5999984741,☁️ 觀望,-9.55,4,25.0,[P:0.95/8.0] [📉 轉弱] 等待機會
8374.TW,羅昇,92.5,☁️ 觀望,-15.53,5,20.0,[P:0.95/8.0] [📉 轉弱] 等待機會
4562.TW,穎漢,35.5499992371,☁️ 觀望,-37.33,6,16.67,[P:0.95/8.0] [📉 轉弱] 等待機會
