symbol,name,price,pe,est_price,date,eps,eps_yoy,rev_yoy,expansion,status,advice
2102.TW,泰豐,19.5499992371,12.947019362317876,22.650000000000006,2025-12,6.28,721.43,-0.57,722.0,🔄 轉虧為盈,✅ 穩健價值
4414.TW,如興,0.0,0.0,0.0,2025-12,0.68,700.0,-5.37,705.37,🧐 疑業外收益,⚪ 數據不足
3236.TWO,千如,30.5,122.0,3.75,2025-12,0.32,700.0,10.91,689.09,🚀 利潤擴張,⚠️ 追價風險
2323.TW,中環,10.6499996185,22.187499205208326,7.200000000000003,2025-12,1.58,685.19,-3.39,688.58,🧐 疑業外收益,⚠️ 追價風險
4413.TWO,飛寶企業,17.5499992371,0.0,-9.45,2025-12,0.53,783.33,114.77,668.5600000000001,🔄 轉虧為盈,⚪ 數據不足
4924.TWO,欣厚-KY,10.1999998093,21.249999602708332,7.2,2025-12,0.38,660.0,3.99,656.01,🚀 利潤擴張,⚪ 中性觀察
3002.TW,歐格,18.3500003815,16.096491562719297,17.099999999999998,2025-12,0.36,620.0,16.76,603.24,🚀 利潤擴張,⚪ 中性觀察
2344.TW,華邦電,90.1999969482,392.1738997747826,3.4499999999999997,2025-12,0.88,576.92,9.55,567.37,🚀 利潤擴張,⚠️ 追價風險
3054.TW,立萬利,67.5999984741,25.999999413115386,39.0,2025-12,1.96,590.0,26.61,563.39,🚀 利潤擴張,⚠️ 追價風險
6282.TW,康舒,45.5999984741,0.0,-13.950000000000003,2025-12,0.18,550.0,0.1,549.9,🔄 轉虧為盈,⚪ 數據不足
2491.TW,吉祥全,15.1000003815,88.82353165588226,2.5500000000000025,2025-12,1.43,457.5,-10.43,467.93,🧐 疑業外收益,⚠️ 追價風險
3297.TWO,杭特,33.2999992371,27.52066052652893,18.15,2025-12,0.47,461.54,20.59,440.95000000000005,🚀 利潤擴張,⚠️ 追價風險
3555.TWO,博士旺,149.0,0.0,-9.599999999999998,2025-12,1.28,752.94,334.57,418.37000000000006,🔄 轉虧為盈,⚪ 數據不足
2243.TW,宏旭-KY,21.7999992371,24.77272640579546,13.199999999999998,2025-12,1.22,408.33,-9.02,417.34999999999997,🔄 轉虧為盈,⚠️ 追價風險
3167.TW,大量,368.5,20.92561044860874,264.15000000000003,2025-12,8.13,474.47,95.35,379.12,🚀 利潤擴張,⚪ 中性觀察
1413.TW,宏洲,9.6999998093,8.818181644818182,16.499999999999996,2025-12,0.45,364.71,-9.55,374.26,🧐 疑業外收益,💎 強力關注
4764.TW,雙鍵,117.0,45.173745173745175,38.849999999999994,2025-12,1.22,377.27,5.46,371.81,🚀 利潤擴張,⚠️ 追價風險
5490.TWO,同亨,26.8500003815,5.888157978399122,68.4,2025-12,1.69,382.35,12.01,370.34000000000003,🚀 利潤擴張,💎 強力關注
3219.TWO,倚強科,63.0,15.829145728643217,59.699999999999996,2025-12,1.52,406.67,49.68,356.99,🚀 利潤擴張,✅ 穩健價值
2409.TW,友達,14.5,5.708661417322834,38.1,2025-12,0.9,327.5,0.41,327.09,🚀 利潤擴張,💎 強力關注
4439.TW,冠星-KY,86.8000030518,4.044734531770736,321.90000000000003,2025-12,7.73,346.24,29.26,316.98,🚀 利潤擴張,💎 強力關注
2399.TW,映泰,30.0499992371,0.0,-2.7000000000000006,2025-12,0.15,275.0,-14.09,289.09,🔄 轉虧為盈,⚪ 數據不足
2498.TW,宏達電,39.2000007629,1.6367432468851775,359.25,2025-12,7.21,275.85,-5.85,281.70000000000005,🧐 疑業外收益,💎 強力關注
6165.TW,浪凡,0.0,0.0,0.0,2025-12,4.02,288.24,12.97,275.27,🚀 利潤擴張,⚪ 數據不足
4576.TW,大銀微系統,131.0,29.977116704805493,65.55,2025-12,2.01,294.12,20.44,273.68,🚀 利潤擴張,⚠️ 追價風險
2466.TW,冠西電,45.7000007629,0.0,-8.100000000000001,2025-12,0.25,241.18,-14.27,255.45000000000002,🧐 疑業外收益,⚪ 數據不足
1608.TW,華榮,31.1499996185,2.6784178519776445,174.45,2025-12,5.5,254.81,0.02,254.79,🚀 利潤擴張,💎 強力關注
1718.TW,中纖,7.4699997902,28.730768423846154,3.9000000000000004,2025-12,0.09,250.0,-0.24,250.24,🧐 疑業外收益,⚠️ 追價風險
4949.TW,有成精密,67.0,14.725274725274726,68.25,2025-12,1.91,240.74,-0.48,241.22,🧐 疑業外收益,✅ 穩健價值
1438.TW,三地開發,28.0,0.0,-2.4000000000000004,2025-12,1.74,237.01,7.93,229.07999999999998,🔄 轉虧為盈,⚪ 數據不足
1456.TW,怡華,13.6000003815,9.251700939795917,22.050000000000004,2025-12,3.41,207.21,-20.46,227.67000000000002,🔄 轉虧為盈,💎 強力關注
3530.TW,晶相光,55.2999992371,26.45932977851675,31.349999999999998,2025-12,1.74,230.83,6.6,224.23000000000002,🚀 利潤擴張,⚠️ 追價風險
2034.TW,允強,20.0499992371,20.885415871979166,14.399999999999999,2025-12,0.21,200.0,-13.63,213.63,🧐 疑業外收益,⚪ 中性觀察
4167.TWO,松瑞藥,20.9500007629,3.781588585361011,83.1,2025-12,1.72,203.51,-1.28,204.79,🧐 疑業外收益,💎 強力關注
4744.TWO,皇將,37.0,8.35214446952596,66.44999999999999,2025-12,2.51,216.0,12.21,203.79,🚀 利潤擴張,💎 強力關注
6902.TW,GOGOLOOK,73.9000015259,35.358852404736844,31.349999999999998,2025-12,1.58,222.58,20.92,201.66000000000003,🚀 利潤擴張,⚠️ 追價風險
2316.TW,楠梓電,97.3000030518,3.1126040643570057,468.90000000000003,2025-12,13.38,212.47,12.25,200.22,🚀 利潤擴張,💎 強力關注
1796.TWO,金穎生技,33.6500015259,24.925927056222225,20.249999999999996,2025-12,0.7,229.63,29.92,199.70999999999998,🚀 利潤擴張,⚠️ 追價風險
6840.TWO,東研信超,59.2999992371,17.39002910178886,51.15,2025-12,1.58,205.88,8.46,197.42,🚀 利潤擴張,⚪ 中性觀察
3191.TWO,雲嘉南,13.5,28.124999999999996,7.2,2025-12,0.51,189.47,-7.75,197.22,🧐 疑業外收益,⚠️ 追價風險
3048.TW,益登,34.4500007629,8.527227911608913,60.59999999999999,2025-12,2.01,195.71,2.05,193.66,🚀 利潤擴張,💎 強力關注
6202.TW,盛群,46.75,20.50438596491228,34.199999999999996,2025-12,0.76,213.64,22.23,191.41,🚀 利潤擴張,⚪ 中性觀察
2413.TW,環科,49.1500015259,0.0,-9.6,2025-12,0.41,193.18,3.52,189.66,🔄 轉虧為盈,⚪ 數據不足
1516.TW,川飛,19.7999992371,989.9999618549991,0.30000000000000027,2025-12,0.04,100.65,-87.0,187.65,🧐 疑業外收益,⚠️ 追價風險
6112.TW,邁達特,42.25,11.266666666666667,56.25,2025-12,1.82,203.33,18.84,184.49,🚀 利潤擴張,💎 強力關注
6246.TWO,臺龍,16.7000007629,22.567568598513517,11.099999999999998,2025-12,1.14,186.36,6.56,179.8,🔄 轉虧為盈,⚠️ 追價風險
4746.TW,台耀,0.0,0.0,0.0,2025-12,3.67,180.15,2.54,177.61,🚀 利潤擴張,⚪ 數據不足
3609.TWO,三一東林,27.2000007629,2.495412914027523,163.5,2025-12,6.42,248.27,70.72,177.55,🚀 利潤擴張,💎 強力關注
6573.TW,虹揚-KY,12.6499996185,9.166666390217392,20.7,2025-12,1.23,163.4,-13.43,176.83,🧐 疑業外收益,💎 強力關注
6719.TW,力智,161.5,11.373239436619718,213.00000000000003,2025-12,6.58,198.64,23.89,174.75,🚀 利潤擴張,💎 強力關注
6127.TWO,九豪,43.9500007629,21.975000381450002,29.999999999999996,2025-12,0.47,173.44,-1.13,174.57,🧐 疑業外收益,⚪ 中性觀察
4556.TWO,旭然,26.6000003815,16.12121235242424,24.750000000000004,2025-12,0.92,170.59,-3.75,174.34,🧐 疑業外收益,⚪ 中性觀察
5703.TWO,亞都,13.3000001907,14.777777989666667,13.5,2025-12,0.53,178.95,5.62,173.32999999999998,🚀 利潤擴張,✅ 穩健價值
6209.TW,今國光,49.0,32.23684210526315,22.800000000000004,2025-12,0.92,222.67,50.65,172.01999999999998,🚀 利潤擴張,⚠️ 追價風險
6841.TWO,長佳智能,61.9000015259,28.00905046420814,33.150000000000006,2025-12,0.89,183.87,12.23,171.64000000000001,🚀 利潤擴張,⚠️ 追價風險
7610.TW,聯友金屬-創,0.0,0.0,0.0,2025-12,5.45,194.08,27.9,166.18,🚀 利潤擴張,⚪ 數據不足
1587.TW,吉茂,34.4000015259,49.855074675217395,10.35,2025-12,0.37,188.1,23.11,164.99,🚀 利潤擴張,⚠️ 追價風險
2486.TW,一詮,132.5,427.4193548387097,4.65,2025-12,0.22,175.0,10.09,164.91,🚀 利潤擴張,⚠️ 追價風險
6994.TW,富威電力,0.0,0.0,0.0,2025-12,6.34,328.87,164.5,164.37,🚀 利潤擴張,⚪ 數據不足
6596.TWO,寬宏藝術,100.0,2.16169476869866,693.9,2025-12,18.83,242.99,78.68,164.31,🚀 利潤擴張,💎 強力關注
6265.TWO,方土昶,36.0,0.0,-11.25,2025-12,0.68,223.81,62.85,160.96,🔄 轉虧為盈,⚪ 數據不足
5439.TWO,高技,268.0,9.238193726301276,435.15,2025-12,13.74,291.45,130.83,160.61999999999998,🚀 利潤擴張,💎 強力關注
3489.TWO,森寶,22.8999996185,0.0,-4.95,2025-12,-0.09,89.89,-69.84,159.73000000000002,🧐 疑業外收益,⚪ 數據不足
4526.TW,東台,32.0,4.49438202247191,106.8,2025-12,1.81,150.56,-6.62,157.18,🧐 疑業外收益,💎 強力關注
6684.TWO,安格,40.75,3.221343873517786,189.75000000000003,2025-12,1.57,137.2,-15.36,152.56,🧐 疑業外收益,💎 強力關注
6838.TW,台新藥,28.0,0.0,-13.5,2025-12,-0.55,58.65,-93.38,152.03,🧐 疑業外收益,⚪ 數據不足
4157.TWO,太景*-KY,11.1000003815,0.0,-5.8500000000000005,2025-12,0.06,220.0,72.24,147.76,🔄 轉虧為盈,⚪ 數據不足
3252.TWO,海灣,20.1499996185,125.937497615625,2.4,2025-12,0.13,141.94,-3.71,145.65,🔄 轉虧為盈,⚠️ 追價風險
3162.TWO,精確,55.5999984741,12.438478405838923,67.05000000000001,2025-12,1.7,209.26,65.48,143.77999999999997,🚀 利潤擴張,✅ 穩健價值
3673.TW,TPK-KY,43.4000015259,6.078431586260505,107.1,2025-12,2.71,133.62,-8.77,142.39000000000001,🧐 疑業外收益,💎 強力關注
6236.TWO,中湛,21.6000003815,80.00000141296296,4.050000000000001,2025-12,0.08,119.51,-20.68,140.19,🧐 疑業外收益,⚠️ 追價風險
6708.TWO,天擎,39.1500015259,91.04651517651165,6.449999999999999,2025-12,0.25,180.65,42.33,138.32,🚀 利潤擴張,⚠️ 追價風險
5227.TWO,立凱-KY,23.3999996185,37.14285653730157,9.450000000000005,2025-12,0.17,104.91,-32.24,137.15,🧐 疑業外收益,⚠️ 追價風險
6485.TWO,點序,78.6999969482,62.46031503825397,18.9,2025-12,0.71,152.21,16.84,135.37,🔄 轉虧為盈,⚠️ 追價風險
2408.TW,南亞科,198.5,0.0,-28.5,2025-12,2.13,229.88,95.09,134.79,🔄 轉虧為盈,⚪ 數據不足
3709.TWO,鑫聯大投控,62.9000015259,4.591240987291971,205.50000000000003,2025-12,7.11,178.19,44.32,133.87,🚀 利潤擴張,💎 強力關注
3466.TWO,德晉,33.0,0.0,-57.45,2025-12,-1.11,58.98,-72.48,131.46,🧐 疑業外收益,⚪ 數據不足
4934.TW,太極,16.2999992371,0.0,-35.85,2025-12,-0.95,54.11,-75.71,129.82,🧐 疑業外收益,⚪ 數據不足
2607.TW,榮運,50.5,5.811277330264672,130.35,2025-12,3.56,108.46,-19.52,127.97999999999999,🧐 疑業外收益,💎 強力關注
5386.TWO,青雲,262.5,17.15686274509804,229.49999999999997,2025-12,8.61,159.21,32.59,126.62,🚀 利潤擴張,⚪ 中性觀察
3540.TWO,曜越,0.0,0.0,0.0,2025-12,0.74,155.22,29.09,126.13,🚀 利潤擴張,⚪ 數據不足
3105.TWO,穩懋,351.5,75.59139784946235,69.75,2025-12,4.0,120.99,-4.69,125.67999999999999,🧐 疑業外收益,⚠️ 追價風險
6276.TWO,安鈦克,32.9000015259,11.305842448762887,43.650000000000006,2025-12,0.92,142.59,20.19,122.4,🚀 利潤擴張,💎 強力關注
1512.TW,瑞利,7.4800000191,29.9200000764,3.75,2025-12,0.19,127.94,8.09,119.85,🚀 利潤擴張,⚠️ 追價風險
4555.TW,氣立,34.7999992371,869.9999809274999,0.6000000000000001,2025-12,0.19,122.09,7.47,114.62,🔄 轉虧為盈,⚠️ 追價風險
4702.TWO,中美實,10.0500001907,28.714286259142845,5.250000000000002,2025-12,0.88,51.72,-61.59,113.31,🧐 疑業外收益,⚠️ 追價風險
3260.TWO,威剛,335.0,8.487458829490754,592.05,2025-12,23.18,144.7,32.13,112.57,🚀 利潤擴張,💎 強力關注
2025.TW,千興,11.3000001907,0.0,-17.700000000000003,2025-12,-0.18,87.32,-22.64,109.96,🧐 疑業外收益,⚪ 數據不足
4967.TW,十銓,199.0,10.67024128686327,279.75000000000006,2025-12,13.06,110.31,2.46,107.85000000000001,🚀 利潤擴張,💎 強力關注
6477.TW,安集,33.0999984741,174.2105182847368,2.8500000000000005,2025-12,0.02,102.99,-4.46,107.44999999999999,🧐 疑業外收益,⚠️ 追價風險
2501.TW,國建,22.6000003815,3.5930048301271857,94.35,2025-12,2.83,108.09,1.8,106.29,🚀 利潤擴張,💎 強力關注
6465.TWO,威潤,43.2000007629,0.0,-14.549999999999999,2025-12,0.86,168.25,63.6,104.65,🔄 轉虧為盈,⚪ 數據不足
3135.TW,凌航,102.0,11.670480549199088,131.09999999999997,2025-12,6.33,143.64,39.88,103.75999999999999,🚀 利潤擴張,💎 強力關注
6150.TWO,撼訊,55.0,10.338345864661655,79.8,2025-12,2.63,164.15,61.2,102.95,🚀 利潤擴張,💎 強力關注
2465.TW,麗臺,52.0,40.625,19.2,2025-12,0.43,107.41,5.42,101.99,🚀 利潤擴張,⚠️ 追價風險
1541.TW,錩泰,25.6499996185,5.856164296461188,65.7,2025-12,2.32,118.87,21.45,97.42,🚀 利潤擴張,💎 強力關注
2380.TW,虹光,5.8499999046,3.0154638683505155,29.099999999999998,2025-12,0.72,110.31,13.61,96.7,🚀 利潤擴張,💎 強力關注
4971.TWO,IET-KY,572.0,0.0,-7.0500000000000025,2025-12,1.65,146.97,50.49,96.47999999999999,🚀 利潤擴張,⚪ 數據不足
5516.TWO,雙喜,12.5,0.0,-7.35,2025-12,0.16,104.43,8.41,96.02000000000001,🚀 利潤擴張,⚪ 數據不足
3363.TWO,上詮,550.0,774.6478873239436,10.65,2025-12,0.16,134.04,38.72,95.32,🚀 利潤擴張,⚠️ 追價風險
6739.TWO,竹陞科技,1105.0,31.853560103776307,520.3499999999999,2025-12,16.13,191.99,96.69,95.30000000000001,🚀 利潤擴張,⚠️ 追價風險
6125.TWO,廣運,53.4000015259,172.2580694383871,4.65,2025-12,0.1,118.18,23.69,94.49000000000001,🚀 利潤擴張,⚠️ 追價風險
3687.TWO,歐買尬,66.0999984741,6.224105317711865,159.3,2025-12,4.67,100.43,6.13,94.30000000000001,🚀 利潤擴張,💎 強力關注
1453.TW,大將,12.1499996185,0.0,-2.1,2025-12,0.04,100.0,7.27,92.73,🚀 利潤擴張,⚪ 數據不足
4154.TWO,樂威科-KY,14.3500003815,0.0,-84.00000000000001,2025-12,-1.82,57.28,-35.31,92.59,🧐 疑業外收益,⚪ 數據不足
2390.TW,云辰,10.1000003815,16.29032319596774,9.3,2025-12,-0.14,88.8,-3.19,91.99,🧐 疑業外收益,⚪ 中性觀察
3504.TW,揚明光,50.4000015259,5040.000152589999,0.15000000000000002,2025-12,-0.08,96.31,4.53,91.78,🚀 利潤擴張,⚠️ 追價風險
2360.TW,致茂,1465.0,22.865615732792257,961.0500000000001,2025-12,27.7,122.05,31.05,91.0,🚀 利潤擴張,⚠️ 追價風險
6931.TW,青松健康,50.5999984741,20.823044639547323,36.45,2025-12,1.39,104.41,14.16,90.25,🚀 利潤擴張,⚪ 中性觀察
5608.TW,四維航,16.0,0.0,-9.6,2025-12,-0.13,81.16,-8.84,90.0,🧐 疑業外收益,⚪ 數據不足
3576.TW,聯合再生,21.25,0.0,-28.200000000000003,2025-12,-0.77,41.22,-47.33,88.55,🧐 疑業外收益,⚪ 數據不足
6532.TWO,瑞耘,72.4000015259,5.968672838079143,181.95,2025-12,7.31,81.39,-6.21,87.6,🧐 疑業外收益,💎 強力關注
4991.TWO,環宇-KY,390.0,0.0,-23.549999999999997,2025-12,0.15,107.11,25.43,81.68,🔄 轉虧為盈,⚪ 數據不足
2740.TWO,天蔥,37.5,0.0,-125.25,2025-12,-3.19,35.27,-45.74,81.01,🧐 疑業外收益,⚪ 數據不足
1528.TW,恩德,26.9500007629,0.0,-21.599999999999998,2025-12,-0.35,56.79,-23.83,80.62,🧐 疑業外收益,⚪ 數據不足
6196.TW,帆宣,273.0,7.133524954272277,574.05,2025-12,15.5,65.55,-15.01,80.56,🧐 疑業外收益,💎 強力關注
2022.TW,聚亨,8.9600000381,0.0,-0.6,2025-12,-0.02,95.92,16.71,79.21000000000001,🚀 利潤擴張,⚪ 數據不足
5498.TWO,凱崴,52.0999984741,0.0,-7.05,2025-12,0.0,100.0,21.05,78.95,🚀 利潤擴張,⚪ 數據不足
4552.TW,力達-KY,20.75,3.915094339622641,79.50000000000001,2025-12,2.07,73.95,-4.56,78.51,🧐 疑業外收益,💎 強力關注
3563.TW,牧德,760.0,17.38334858188472,655.8,2025-12,15.8,186.23,108.34,77.88999999999999,🚀 利潤擴張,⚪ 中性觀察
3205.TWO,佰研,62.5,0.0,-44.24999999999999,2025-12,-0.92,51.01,-26.01,77.02,🧐 疑業外收益,⚪ 數據不足
3523.TWO,迎輝,14.5,0.0,-65.85,2025-12,-1.45,34.68,-42.16,76.84,🧐 疑業外收益,⚪ 數據不足
3498.TWO,陽程,68.9000015259,0.0,-32.55,2025-12,0.48,120.0,43.43,76.57,🔄 轉虧為盈,⚪ 數據不足
3625.TWO,西勝,17.0499992371,0.0,-16.200000000000003,2025-12,-0.6,56.82,-18.66,75.48,🧐 疑業外收益,⚪ 數據不足
6654.TWO,天正國際,91.4000015259,0.0,-44.699999999999996,2025-12,0.01,100.49,26.11,74.38,🔄 轉虧為盈,⚪ 數據不足
4540.TW,全球傳動,41.1500015259,0.0,-40.5,2025-12,-0.66,85.65,11.55,74.10000000000001,🚀 利潤擴張,⚪ 數據不足
2483.TW,百容,20.6499996185,11.10215033252688,27.900000000000006,2025-12,0.6,71.43,-2.48,73.91000000000001,🧐 疑業外收益,💎 強力關注
2731.TW,雄獅,155.5,3.543755697356427,658.1999999999999,2025-12,17.49,78.29,6.0,72.29,🚀 利潤擴張,💎 強力關注
1440.TW,南紡,12.6499996185,0.0,-4.2,2025-12,-0.15,55.88,-16.11,71.99000000000001,🧐 疑業外收益,⚪ 數據不足
6505.TW,台塑化,55.0999984741,36.013070898104566,22.950000000000003,2025-12,1.04,65.08,-5.67,70.75,🧐 疑業外收益,⚠️ 追價風險
2451.TW,創見,211.0,10.01423825344091,316.05000000000007,2025-12,12.98,140.33,69.84,70.49000000000001,🚀 利潤擴張,💎 強力關注
5398.TWO,慕康生醫,23.6000003815,38.688525215573776,9.149999999999999,2025-12,0.35,66.67,-3.62,70.29,🧐 疑業外收益,⚠️ 追價風險
3623.TWO,富晶通,21.7999992371,0.0,-16.950000000000003,2025-12,-0.16,82.8,12.69,70.11,🚀 利潤擴張,⚪ 數據不足
6213.TW,聯茂,148.5,14.616141732283465,152.4,2025-12,4.16,82.74,12.66,70.08,🚀 利潤擴張,✅ 穩健價值
6241.TWO,易通展,11.5500001907,0.0,-13.649999999999999,2025-12,-0.16,74.6,5.06,69.53999999999999,🚀 利潤擴張,⚪ 數據不足
2924.TWO,宏太-KY,17.0,0.0,-38.85,2025-12,-1.17,10.0,-59.26,69.25999999999999,🧐 疑業外收益,⚪ 數據不足
6616.TWO,特昇-KY,10.4499998093,0.0,-11.850000000000001,2025-12,-0.61,55.88,-11.73,67.61,🧐 疑業外收益,⚪ 數據不足
3152.TWO,璟德,132.0,5.038167938931297,393.00000000000006,2025-12,9.42,51.69,-15.61,67.3,🧐 疑業外收益,💎 強力關注
3665.TW,貿聯-KY,1740.0,16.338028169014084,1597.5,2025-12,46.57,98.71,31.74,66.97,🚀 利潤擴張,⚪ 中性觀察
6831.TW,邁科,0.0,0.0,0.0,2025-12,4.94,151.41,84.7,66.71,🚀 利潤擴張,⚪ 數據不足
1802.TW,台玻,51.9000015259,0.0,-16.349999999999998,2025-12,-0.2,62.96,-2.37,65.33,🧐 疑業外收益,⚪ 數據不足
2027.TW,大成鋼,36.8499984741,5.4836307253125,100.8,2025-12,2.88,77.93,12.63,65.30000000000001,🚀 利潤擴張,💎 強力關注
2614.TW,東森,20.6499996185,4.548458065748899,68.1,2025-12,1.99,60.48,-4.79,65.27,🧐 疑業外收益,💎 強力關注
5543.TWO,桓鼎-KY,27.6000003815,0.0,-88.8,2025-12,-2.52,54.46,-10.68,65.14,🧐 疑業外收益,⚪ 數據不足
4807.TW,日成-KY,14.3500003815,0.0,-32.699999999999996,2025-12,-0.24,84.62,19.6,65.02000000000001,🚀 利潤擴張,⚪ 數據不足
1445.TW,大宇,12.8999996185,0.0,-24.750000000000004,2025-12,-0.87,42.76,-22.14,64.9,🧐 疑業外收益,⚪ 數據不足
4529.TWO,淳紳,3.1300001144,0.0,-28.05,2025-12,-0.74,42.64,-22.14,64.78,🧐 疑業外收益,⚪ 數據不足
5228.TWO,鈺鎧,23.0499992371,0.0,-24.750000000000004,2025-12,-0.2,90.52,25.85,64.66999999999999,🚀 利潤擴張,⚪ 數據不足
4166.TWO,友霖,25.2999992371,12.90816287607143,29.4,2025-12,0.9,79.17,14.52,64.65,🚀 利潤擴張,✅ 穩健價值
6141.TW,柏承,19.7999992371,0.0,-122.25,2025-12,-4.65,42.24,-21.61,63.85,🧐 疑業外收益,⚪ 數據不足
3605.TW,宏致,54.5,4.835847382431234,169.04999999999998,2025-12,4.35,74.89,11.14,63.75,🚀 利潤擴張,💎 強力關注
5432.TWO,新門,137.5,34.28927680798005,60.15,2025-12,2.3,69.12,6.1,63.02,🚀 利潤擴張,⚠️ 追價風險
2436.TW,偉詮電,58.7000007629,11.979591992428572,73.49999999999999,2025-12,3.02,78.06,15.32,62.74,🚀 利潤擴張,💎 強力關注
2033.TW,佳大,15.3500003815,17.643678599425286,13.05,2025-12,0.35,84.21,21.65,62.559999999999995,🚀 利潤擴張,⚪ 中性觀察
1340.TW,勝悅-KY,6.6199998856,0.0,-67.8,2025-12,-2.61,50.57,-11.95,62.519999999999996,🧐 疑業外收益,⚪ 數據不足
6510.TWO,精測,3080.0,42.65337210912615,1083.15,2025-12,30.41,95.56,33.33,62.230000000000004,🚀 利潤擴張,⚠️ 追價風險
5364.TWO,力麗店,11.6999998093,0.0,-36.449999999999996,2025-12,-0.77,35.29,-26.07,61.36,🧐 疑業外收益,⚪ 數據不足
6270.TWO,倍微,24.1499996185,9.6599998474,37.5,2025-12,1.08,66.15,4.86,61.290000000000006,🚀 利潤擴張,💎 強力關注
6168.TW,宏齊,22.8500003815,0.0,-1.3010426069826053e-16,2025-12,0.05,66.67,5.6,61.07,🚀 利潤擴張,⚪ 數據不足
6574.TWO,霈方,0.0,0.0,0.0,2025-12,6.82,66.34,6.51,59.830000000000005,🚀 利潤擴張,⚪ 數據不足
2440.TW,太空梭,14.0500001907,0.0,-10.35,2025-12,-0.23,46.51,-12.43,58.94,🧐 疑業外收益,⚪ 數據不足
2485.TW,兆赫,79.5999984741,0.0,-62.699999999999996,2025-12,-0.96,57.52,-0.05,57.57,🧐 疑業外收益,⚪ 數據不足
4304.TWO,勝昱,24.0,0.0,-52.8,2025-12,-1.16,47.45,-9.71,57.160000000000004,🧐 疑業外收益,⚪ 數據不足
1215.TW,卜蜂,135.0,5.2611067809820735,384.9,2025-12,10.39,58.63,1.7,56.93,🚀 利潤擴張,💎 強力關注
3308.TW,聯德,20.0,18.18181818181818,16.5,2025-12,0.68,-32.0,-88.36,56.36,🌑 雙重衰退,⚪ 中性觀察
6584.TWO,南俊國際,556.0,51.386321626617374,162.3,2025-12,5.59,82.47,26.42,56.05,🚀 利潤擴張,⚠️ 追價風險
6026.TWO,福邦證,14.4499998093,5.666666591882353,38.25,2025-12,1.72,54.95,-0.65,55.6,🧐 疑業外收益,💎 強力關注
2415.TW,錩新,28.7999992371,6.973365432711865,61.949999999999996,2025-12,1.81,58.77,3.4,55.370000000000005,🚀 利潤擴張,💎 強力關注
