股票代碼,股票名稱,今日狀態,今日收盤,今日RSI,戰術標籤,隔天勝率,五日勝率,五日平均收益,平均洗盤深度,歷史次數,建議買進價,raw_wr5,raw_pnl
BID.VN,未知,無,41700.0,43.53,🟢 黃金標的,50.00%,70.00%,5.91%,-2.46%,10,0,0.7,0.0591
PLX.VN,未知,無,38850.0,46.15,🟢 黃金標的,77.78%,66.67%,8.74%,-4.83%,9,0,0.6667,0.0874
VIC.VN,未知,無,204900.0,31.15,🟢 黃金標的,60.00%,60.00%,4.39%,-4.79%,5,0,0.6,0.0439
VCB.VN,未知,無,61600.0,56.88,🟡 妖股/高波動,63.64%,36.36%,3.17%,-2.00%,11,0,0.3636,0.0317
BCM.VN,未知,無,53300.0,50.68,⚪ 一般監控,0.00%,50.00%,1.75%,-4.12%,4,0,0.5,0.0175
FPT.VN,未知,無,74800.0,62.23,⚪ 一般監控,25.00%,50.00%,0.55%,-3.13%,4,0,0.5,0.0055
VNM.VN,未知,無,58600.0,43.64,⚪ 一般監控,40.00%,40.00%,0.33%,-3.85%,5,0,0.4,0.0033
VPB.VN,未知,無,26450.0,42.82,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0,0,0.0,0.0
MBB.VN,未知,無,24650.0,33.8,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0,0,0.0,0.0
VID.VN,未知,無,4800.0,43.24,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0,0,0.0,0.0
FUEVFVND.VN,未知,無,36280.0,44.33,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0,0,0.0,0.0
SSI.VN,未知,無,27000.0,39.74,🔴 空頭陷阱,25.00%,50.00%,-2.79%,-5.32%,4,0,0.5,-0.0279
GMD.VN,未知,無,73300.0,24.59,🔴 空頭陷阱,50.00%,50.00%,-1.11%,-2.69%,14,0,0.5,-0.0111
VHC.VN,未知,無,57800.0,28.75,🔴 空頭陷阱,28.57%,42.86%,-0.68%,-3.11%,7,0,0.4286,-0.0068
FRT.VN,未知,無,127700.0,15.97,🔴 空頭陷阱,50.00%,33.33%,-1.23%,-2.71%,6,0,0.3333,-0.0123
E1VFVN30.VN,未知,無,35390.0,28.18,🔴 空頭陷阱,66.67%,33.33%,-1.42%,-1.34%,3,0,0.3333,-0.0142
HPG.VN,未知,無,23700.0,29.32,🔴 空頭陷阱,33.33%,33.33%,-0.29%,-1.88%,3,0,0.3333,-0.0029
VHM.VN,未知,無,150800.0,48.45,🔴 空頭陷阱,25.00%,25.00%,-1.05%,-5.09%,4,0,0.25,-0.0105
GEE.VN,未知,無,101500.0,23.18,🔴 空頭陷阱,54.55%,18.18%,-5.81%,-7.55%,11,0,0.1818,-0.0581
MWG.VN,未知,無,77900.0,35.5,🔴 空頭陷阱,33.33%,0.00%,-6.17%,-3.39%,3,0,0.0,-0.0617
HVN.VN,未知,無,21100.0,49.06,🔴 空頭陷阱,100.00%,0.00%,-4.38%,-4.72%,1,0,0.0,-0.0438
VJC.VN,未知,無,170100.0,42.86,🔴 空頭陷阱,50.00%,0.00%,-3.02%,-4.94%,2,0,0.0,-0.0302
