股票代碼,股票名稱,今日狀態,今日收盤,今日RSI,戰術標籤,隔天勝率,五日勝率,五日平均收益,平均洗盤深度,歷史次數,建議買進價,raw_wr5,raw_pnl
VIC.VN,未知,🔥 訊號出現,256100.0,100.0,⚪ 一般監控,55.56%,33.33%,2.38%,-4.65%,9,244188.24,0.3333,0.0238
FPT.VN,未知,🔥 訊號出現,72800.0,70.83,🔴 空頭陷阱,16.67%,33.33%,-0.16%,-3.47%,6,70275.01,0.3333,-0.0016
VPB.VN,未知,🔥 訊號出現,27800.0,81.44,🔴 空頭陷阱,0.00%,25.00%,-1.78%,-2.78%,4,27026.67,0.25,-0.0178
BID.VN,未知,無,36500.0,61.54,🟢 黃金標的,54.55%,63.64%,5.19%,-2.26%,11,0.0,0.6364,0.0519
LPB.VN,未知,無,49000.0,34.68,⚪ 一般監控,50.00%,62.50%,2.07%,-1.94%,8,0.0,0.625,0.0207
PLX.VN,未知,無,36000.0,54.9,⚪ 一般監控,75.00%,50.00%,5.80%,-4.33%,12,0.0,0.5,0.058
FRT.VN,未知,無,142700.0,40.36,⚪ 一般監控,44.44%,44.44%,0.47%,-2.75%,9,0.0,0.4444,0.0047
VNM.VN,未知,無,61900.0,47.46,⚪ 一般監控,28.57%,42.86%,0.43%,-3.59%,7,0.0,0.4286,0.0043
VCB.VN,未知,無,58900.0,56.36,⚪ 一般監控,66.67%,33.33%,2.80%,-1.85%,12,0.0,0.3333,0.028
VID.VN,未知,無,4370.0,38.04,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0,0.0,0.0,0.0
FUEVFVND.VN,未知,無,34450.0,58.64,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0,0.0,0.0,0.0
HDB.VN,未知,無,27200.0,56.14,🔴 空頭陷阱,55.56%,55.56%,-0.72%,-1.63%,9,0.0,0.5556,-0.0072
SSI.VN,未知,無,21050.0,67.61,🔴 空頭陷阱,25.00%,50.00%,-2.79%,-5.32%,4,0.0,0.5,-0.0279
GMD.VN,未知,無,77400.0,41.67,🔴 空頭陷阱,52.94%,41.18%,-1.18%,-2.55%,17,0.0,0.4118,-0.0118
BCM.VN,未知,無,42300.0,51.39,🔴 空頭陷阱,0.00%,40.00%,-0.75%,-5.28%,5,0.0,0.4,-0.0075
E1VFVN30.VN,未知,無,35340.0,81.56,🔴 空頭陷阱,66.67%,33.33%,-1.42%,-1.34%,3,0.0,0.3333,-0.0142
VHC.VN,未知,無,52500.0,27.27,🔴 空頭陷阱,44.44%,33.33%,-0.96%,-2.45%,9,0.0,0.3333,-0.0096
HPG.VN,未知,無,21700.0,58.06,🔴 空頭陷阱,33.33%,33.33%,-0.29%,-1.88%,3,0.0,0.3333,-0.0029
HVN.VN,未知,無,22500.0,40.0,🔴 空頭陷阱,75.00%,25.00%,-3.72%,-3.82%,4,0.0,0.25,-0.0372
VHM.VN,未知,無,75200.0,89.77,🔴 空頭陷阱,20.00%,20.00%,-1.41%,-5.24%,5,0.0,0.2,-0.0141
GEE.VN,未知,無,62500.0,28.1,🔴 空頭陷阱,50.00%,16.67%,-6.49%,-7.85%,12,0.0,0.1667,-0.0649
MBB.VN,未知,無,20550.0,65.85,🔴 空頭陷阱,0.00%,0.00%,-4.20%,-4.00%,1,0.0,0.0,-0.042
MWG.VN,未知,無,73100.0,48.04,🔴 空頭陷阱,50.00%,0.00%,-4.63%,-3.14%,4,0.0,0.0,-0.0463
VJC.VN,未知,無,124500.0,56.25,🔴 空頭陷阱,50.00%,0.00%,-3.02%,-4.94%,2,0.0,0.0,-0.0302
