股票代碼,股票名稱,今日狀態,今日收盤,今日RSI,戰術標籤,隔天勝率,五日勝率,五日平均收益,平均洗盤深度,歷史次數,建議買進價,raw_wr5,raw_pnl
3714.TW,富采,🔥 訊號出現,77.9000015259,74.56,🟢 黃金標的,22.22%,55.56%,9.50%,-6.30%,9,72.99,0.5556,0.095
1802.TW,台玻,🔥 訊號出現,74.1999969482,80.83,⚪ 一般監控,42.86%,42.86%,1.30%,-5.80%,7,69.9,0.4286,0.013
00929.TW,復華台灣科技優息,🔥 訊號出現,21.3600006104,73.3,⚪ 一般監控,66.67%,33.33%,0.99%,-1.31%,9,21.08,0.3333,0.0099
2352.TW,佳世達,🔥 訊號出現,25.6499996185,66.0,🔴 空頭陷阱,33.33%,0.00%,-10.64%,-9.57%,3,23.19,0.0,-0.1064
3702.TW,大聯大,無,98.8000030518,58.01,🟢 黃金標的,66.67%,100.00%,3.64%,-2.60%,6,0.0,1.0,0.0364
7792.TWO,安葆,無,369.0,75.1,🟢 黃金標的,33.33%,88.89%,8.70%,-5.89%,9,0.0,0.8889,0.087
3105.TWO,穩懋,無,539.0,79.83,🟢 黃金標的,57.14%,85.71%,5.35%,-6.96%,7,0.0,0.8571,0.0535
2367.TW,燿華,無,68.5,37.31,🟢 黃金標的,33.33%,66.67%,4.93%,-4.33%,6,0.0,0.6667,0.0493
2337.TW,旺宏,無,131.0,51.52,🟢 黃金標的,80.00%,60.00%,9.66%,-2.16%,5,0.0,0.6,0.0966
0056.TW,元大高股息,無,40.9799995422,70.65,🔵 穩健標的,80.00%,60.00%,0.48%,-0.26%,5,0.0,0.6,0.0048
3481.TW,群創,無,25.8999996185,54.29,⚪ 一般監控,75.00%,75.00%,1.89%,-5.96%,4,0.0,0.75,0.0189
4142.TW,國光生,無,18.5,52.83,⚪ 一般監控,0.00%,50.00%,0.82%,-1.36%,2,0.0,0.5,0.0082
6136.TW,富爾特,無,24.4500007629,51.22,⚪ 一般監控,50.00%,50.00%,0.20%,-0.20%,2,0.0,0.5,0.002
2409.TW,友達,無,19.8500003815,74.16,⚪ 一般監控,66.67%,33.33%,1.45%,-5.01%,6,0.0,0.3333,0.0145
4966.TWO,譜瑞-KY,無,546.0,65.6,⚪ 一般監控,0.00%,33.33%,2.44%,-2.24%,3,0.0,0.3333,0.0244
2327.TW,國巨*,無,316.5,72.8,⚪ 一般監控,33.33%,33.33%,2.63%,-2.70%,3,0.0,0.3333,0.0263
00990A.TW,主動元大AI新經濟,無,14.7600002289,74.11,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0,0.0,0.0,0.0
2009.TW,第一銅,無,40.5,50.89,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0,0.0,0.0,0.0
6806.TW,森崴能源,無,24.6499996185,26.25,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0,0.0,0.0,0.0
0050.TW,元大台灣50,無,84.1500015259,70.52,🔴 空頭陷阱,66.67%,66.67%,-0.97%,-1.98%,3,0.0,0.6667,-0.0097
00635U.TW,期元大S&P黃金,無,50.5,67.93,🔴 空頭陷阱,25.00%,25.00%,-4.68%,-8.88%,4,0.0,0.25,-0.0468
2485.TW,兆赫,無,77.6999969482,48.49,🔴 空頭陷阱,50.00%,16.67%,-4.96%,-9.08%,6,0.0,0.1667,-0.0496
2317.TW,鴻海,無,206.0,55.67,🔴 空頭陷阱,0.00%,0.00%,-5.40%,-6.16%,2,0.0,0.0,-0.054
00738U.TW,期元大道瓊白銀,無,64.25,64.4,🔴 空頭陷阱,100.00%,0.00%,-26.09%,-0.56%,2,0.0,0.0,-0.2609
6188.TWO,廣明,無,86.3000030518,37.2,🔴 空頭陷阱,50.00%,0.00%,-5.11%,-4.47%,2,0.0,0.0,-0.0511
