
📅 投資日報表: 2026-07-10
=======================================================================================================================================
代號     | 名稱       | 開盤     | 最高     | 最低     | 最新     | 成交量         | 平均成本    | 股數     | 損益       | 報酬%
---------------------------------------------------------------------------------------------------------------------------------------
2317     | 鴻海         | 238.00   | 240.00   | 234.50   | 237.50   | 38,817,358   | 241.21      | 2000     | ▼7,420    |   -1.54%
4142     | 國光生        | 17.85    | 17.85    | 17.50    | 17.65    | 539,820      | 25.32       | 1000     | ▼7,670    |  -30.29%
0050     | 元大台灣50     | 106.40   | 106.60   | 105.05   | 106.05   | 86,877,553   | 46.60       | 16000    | ▲951,200  | +127.58%
0056     | 元大高股息      | 52.60    | 52.65    | 51.65    | 52.35    | 48,243,562   | 36.43       | 4000     | ▲63,680   |  +43.70%
00635U   | 期元大S&P黃金   | 42.93    | 43.08    | 42.75    | 43.01    | 1,730,376    | 55.25       | 3000     | ▼36,720   |  -22.15%
00738U   | 期元大道瓊白銀    | 48.48    | 48.87    | 48.07    | 48.62    | 2,293,704    | 66.26       | 1000     | ▼17,640   |  -26.62%
00929    | 復華台灣科技優息   | 30.65    | 30.69    | 29.83    | 29.97    | 44,579,657   | 19.73       | 8000     | ▲81,920   |  +51.90%
009816   | 凱基台灣TOP50  | 15.32    | 15.36    | 15.10    | 15.26    | 110,373,058  | 11.01       | 63000    | ▲267,750  |  +38.60%
00990A   | 主動元大AI新經濟  | 18.19    | 18.25    | 17.81    | 17.88    | 48,839,533   | 11.48       | 5000     | ▲32,000   |  +55.75%
2009     | 第一銅        | 38.55    | 38.55    | 38.10    | 38.10    | 803,070      | 50.56       | 4000     | ▼49,840   |  -24.64%
2337     | 旺宏         | 141.50   | 148.00   | 139.50   | 143.50   | 62,372,119   | 95.28       | 2000     | ▲96,440   |  +50.61%
2409     | 友達         | 30.00    | 32.35    | 29.40    | 31.45    | 584,096,995  | 16.21       | 2000     | ▲30,480   |  +94.02%
3481     | 群創         | 66.20    | 67.50    | 64.80    | 65.30    | 379,401,297  | 25.10       | 4000     | ▲160,800  | +160.16%
3105     | 穩懋         | 418.00   | 427.00   | 405.50   | 406.00   | 12,977,184   | 556.47      | 300      | ▼45,141   |  -27.04%
4966     | 譜瑞-KY      | 663.00   | 667.00   | 652.00   | 655.00   | 1,174,574    | 1921.64     | 1000     | ▼1,266,640 |  -65.91%
2327     | 國巨*        | 915.00   | 948.00   | 900.00   | 900.00   | 49,819,016   | 1030.00     | 1        | ▼130      |  -12.62%
00403A   | 主動統一升級50   | 10.47    | 10.51    | 10.26    | 10.41    | 240,360,507  | 10.68       | 26000    | ▼7,020    |   -2.53%
00981A   | 主動統一台股增長   | 29.96    | 30.10    | 29.25    | 29.75    | 192,669,685  | 27.48       | 2000     | ▲4,540    |   +8.26%
2330     | 台積電        | 2450.00  | 2460.00  | 2415.00  | 2415.00  | 27,134,789   | 225.55      | 10       | ▲21,894   | +970.72%
6789     | 采鈺         | 515.00   | 527.00   | 513.00   | 515.00   | 1,216,301    | 593.50      | 400      | ▼31,400   |  -13.23%
6849     | 奇鼎科技       | 150.50   | 157.00   | 148.00   | 149.50   | 118,068      | 266.40      | 280      | ▼32,732   |  -43.88%
7853     | 政美應用       | 368.50   | 398.50   | 360.00   | 381.00   | 678,620      | 409.29      | 280      | ▼7,921    |   -6.91%
3576     | 聯合再生       | 16.15    | 16.60    | 16.15    | 16.40    | 7,448,717    | 18.15       | 5000     | ▼8,750    |   -9.64%
1721     | 三晃         | 24.50    | 24.50    | 23.60    | 23.85    | 2,030,642    | 27.88       | 3000     | ▼12,100   |  -14.47%
8215     | 明基材        | 28.65    | 28.90    | 28.25    | 28.30    | 957,950      | 31.60       | 200      | ▼660      |  -10.44%
00405A   | 主動富邦台灣龍耀   | 8.77     | 8.79     | 8.46     | 8.57     | 117,124,521  | 9.34        | 11000    | ▼8,470    |   -8.24%
5498     | 凱崴         | 61.10    | 61.80    | 59.50    | 59.70    | 1,449,233    | 69.61       | 188      | ▼1,863    |  -14.24%
1301     | 台塑         | 58.40    | 58.40    | 54.70    | 54.80    | 56,238,107   | 50.50       | 100      | ▲430      |   +8.51%
6498     | 久禾光        | 89.10    | 91.90    | 88.40    | 91.80    | 100,000      | 67.30       | 12       | ▲294      |  +36.40%
009821   | 野村稀土關鍵資源   | 13.92    | 13.95    | 13.75    | 13.76    | 22,896,904   | 17.30       | 12000    | ▼42,480   |  -20.46%
---------------------------------------------------------------------------------------------------------------------------------------
💰 庫存總投入:       6,426,664    📊 未實現損益:        +126,831 (  +1.97%)
