id,name,price,signal,pnl,count,win_rate,reason
3059.TW,華晶科,47.5,☁️ 觀望,60.12,5,80.0,[P:0.95/8.0] [🚀 極強] 等待機會
2464.TW,盟立,163.5,☁️ 觀望,59.84,6,50.0,[P:0.95/50.0] [🚀 極強] 等待機會
1590.TW,亞德客-KY,1310.0,☁️ 觀望,33.46,7,71.43,[P:0.95/8.0] [📉 轉弱] 等待機會
2395.TW,研華,485.0,☁️ 觀望,17.69,7,42.86,[P:0.95/8.0] [🚀 極強] 等待機會
2049.TW,上銀,329.5,☁️ 觀望,15.87,7,28.57,[P:0.95/8.0] [📉 轉弱] 等待機會
4583.TW,台灣精銳,628.0,☁️ 觀望,15.63,4,50.0,[P:0.95/8.0] [📉 轉弱] 等待機會
1597.TW,直得,154.5,☁️ 觀望,10.51,7,42.86,[P:0.95/8.0] [📉 轉弱] 等待機會
2359.TW,所羅門,137.5,🟡 預警 (⚡ 糾結噴發),8.52,5,60.0,[P:0.95/8.0] [📉 轉弱] 均線糾結且短均線轉強
6414.TW,樺漢,381.5,💎 持股,-2.98,8,25.0,[📈 標準 V3] [P:0.95/50.0] [📈 穩定] 趨勢維持
2374.TW,佳能,75.1999969482,☁️ 觀望,-9.55,4,25.0,[P:0.95/8.0] [📉 轉弱] 等待機會
