股票代碼,股票名稱,今日狀態,今日收盤,今日RSI,戰術標籤,隔天勝率,五日勝率,五日平均收益,平均洗盤深度,歷史次數,建議買進價,raw_wr5,raw_pnl
FPT.VN,未知,🔥 訊號出現,76500.0,59.37,⚪ 一般監控,20.00%,40.00%,0.55%,-3.13%,5,74108.35,0.4,0.0055
BID.VN,未知,無,41900.0,39.62,🟢 黃金標的,50.00%,70.00%,5.91%,-2.46%,10,0.0,0.7,0.0591
PLX.VN,未知,無,39150.0,48.19,🟢 黃金標的,77.78%,66.67%,8.74%,-4.83%,9,0.0,0.6667,0.0874
VIC.VN,未知,無,197600.0,10.92,🟢 黃金標的,60.00%,60.00%,4.39%,-4.79%,5,0.0,0.6,0.0439
VCB.VN,未知,無,61900.0,54.37,🟡 妖股/高波動,63.64%,36.36%,3.17%,-2.00%,11,0.0,0.3636,0.0317
BCM.VN,未知,無,53700.0,51.01,⚪ 一般監控,0.00%,50.00%,1.75%,-4.12%,4,0.0,0.5,0.0175
VNM.VN,未知,無,58300.0,32.0,⚪ 一般監控,40.00%,40.00%,0.33%,-3.85%,5,0.0,0.4,0.0033
VPB.VN,未知,無,26450.0,32.29,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0,0.0,0.0,0.0
MBB.VN,未知,無,25200.0,41.98,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0,0.0,0.0,0.0
VID.VN,未知,無,4800.0,45.71,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0,0.0,0.0,0.0
FUEVFVND.VN,未知,無,36160.0,37.87,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0,0.0,0.0,0.0
SSI.VN,未知,無,27300.0,39.74,🔴 空頭陷阱,25.00%,50.00%,-2.79%,-5.32%,4,0.0,0.5,-0.0279
GMD.VN,未知,無,73300.0,25.21,🔴 空頭陷阱,50.00%,50.00%,-1.11%,-2.69%,14,0.0,0.5,-0.0111
VHC.VN,未知,無,58000.0,30.49,🔴 空頭陷阱,28.57%,42.86%,-0.68%,-3.11%,7,0.0,0.4286,-0.0068
FRT.VN,未知,無,128100.0,20.3,🔴 空頭陷阱,50.00%,33.33%,-1.23%,-2.71%,6,0.0,0.3333,-0.0123
E1VFVN30.VN,未知,無,35130.0,13.62,🔴 空頭陷阱,66.67%,33.33%,-1.42%,-1.34%,3,0.0,0.3333,-0.0142
HPG.VN,未知,無,24150.0,41.74,🔴 空頭陷阱,33.33%,33.33%,-0.29%,-1.88%,3,0.0,0.3333,-0.0029
VHM.VN,未知,無,148400.0,41.86,🔴 空頭陷阱,25.00%,25.00%,-1.05%,-5.09%,4,0.0,0.25,-0.0105
GEE.VN,未知,無,102000.0,25.34,🔴 空頭陷阱,54.55%,18.18%,-5.81%,-7.55%,11,0.0,0.1818,-0.0581
MWG.VN,未知,無,78500.0,35.82,🔴 空頭陷阱,33.33%,0.00%,-6.17%,-3.39%,3,0.0,0.0,-0.0617
HVN.VN,未知,無,21400.0,52.63,🔴 空頭陷阱,100.00%,0.00%,-4.38%,-4.72%,1,0.0,0.0,-0.0438
VJC.VN,未知,無,170800.0,44.7,🔴 空頭陷阱,50.00%,0.00%,-3.02%,-4.94%,2,0.0,0.0,-0.0302
