
📅 投資日報表: 2026-09-25
=======================================================================================================================================
代號     | 名稱       | 開盤     | 最高     | 最低     | 最新     | 成交量         | 平均成本    | 股數     | 損益       | 報酬%
---------------------------------------------------------------------------------------------------------------------------------------
2317     | 鴻海         | 253.00   | 253.00   | 249.50   | 250.50   | 33,005,343   | 241.21      | 2000     | ▲18,580   |   +3.85%
4142     | 國光生        | 17.90    | 17.95    | 17.80    | 17.90    | 725,200      | 25.32       | 1000     | ▼7,420    |  -29.30%
0050     | 元大台灣50     | 113.35   | 113.75   | 111.85   | 111.85   | 80,283,889   | 46.60       | 16000    | ▲1,044,000 | +140.02%
0056     | 元大高股息      | 57.65    | 57.85    | 56.70    | 56.85    | 37,003,147   | 36.43       | 4000     | ▲81,680   |  +56.05%
00635U   | 期元大S&P黃金   | 44.95    | 44.97    | 44.69    | 44.69    | 2,621,571    | 55.25       | 3000     | ▼31,680   |  -19.11%
00738U   | 期元大道瓊白銀    | 52.65    | 52.80    | 52.05    | 52.05    | 1,486,253    | 66.26       | 1000     | ▼14,210   |  -21.45%
00929    | 復華台灣科技優息   | 29.32    | 29.39    | 29.12    | 29.13    | 32,047,976   | 19.73       | 8000     | ▲75,200   |  +47.64%
009816   | 凱基台灣TOP50  | 16.73    | 16.76    | 16.51    | 16.52    | 96,468,451   | 11.01       | 63000    | ▲347,130  |  +50.05%
00990A   | 主動元大AI新經濟  | 15.87    | 15.93    | 15.76    | 15.76    | 16,127,514   | 11.48       | 5000     | ▲21,400   |  +37.28%
2009     | 第一銅        | 39.55    | 39.55    | 38.75    | 39.15    | 867,084      | 50.56       | 4000     | ▼45,640   |  -22.57%
2337     | 旺宏         | 117.50   | 117.50   | 115.00   | 117.00   | 18,013,559   | 95.28       | 2000     | ▲43,440   |  +22.80%
2409     | 友達         | 34.75    | 35.95    | 33.75    | 34.20    | 541,275,783  | 16.21       | 2000     | ▲35,980   | +110.98%
3481     | 群創         | 49.15    | 50.80    | 48.90    | 49.55    | 101,383,885  | 25.10       | 4000     | ▲97,800   |  +97.41%
3105     | 穩懋         | 495.50   | 506.00   | 482.00   | 502.00   | 21,285,458   | 556.47      | 300      | ▼16,341   |   -9.79%
4966     | 譜瑞-KY      | 565.00   | 575.00   | 561.00   | 572.00   | 439,237      | 1921.64     | 1000     | ▼1,349,640 |  -70.23%
2327     | 國巨*        | 568.00   | 589.00   | 560.00   | 580.00   | 34,995,154   | 1030.00     | 1        | ▼450      |  -43.69%
00403A   | 主動統一升級50   | 10.69    | 10.88    | 10.69    | 10.70    | 580,406,236  | 10.68       | 26000    | ▲520      |   +0.19%
00981A   | 主動統一台股增長   | 30.40    | 30.77    | 30.13    | 30.15    | 270,502,542  | 27.48       | 2000     | ▲5,340    |   +9.72%
2330     | 台積電        | 2480.00  | 2490.00  | 2470.00  | 2475.00  | 13,043,734   | 225.55      | 10       | ▲22,494   | +997.32%
6789     | 采鈺         | 462.00   | 467.00   | 455.50   | 465.50   | 810,430      | 593.50      | 400      | ▼51,200   |  -21.57%
6849     | 奇鼎科技       | 180.00   | 190.00   | 177.00   | 184.00   | 300,058      | 266.40      | 280      | ▼23,072   |  -30.93%
7853     | 政美應用       | 356.50   | 382.50   | 353.50   | 381.00   | 610,379      | 409.29      | 280      | ▼7,921    |   -6.91%
3576     | 聯合再生       | 18.30    | 18.80    | 18.20    | 18.25    | 48,735,522   | 18.15       | 5000     | ▲500      |   +0.55%
1721     | 三晃         | 23.90    | 24.30    | 23.60    | 24.20    | 853,021      | 27.88       | 3000     | ▼11,050   |  -13.21%
8215     | 明基材        | 27.85    | 28.25    | 27.65    | 27.90    | 1,075,241    | 31.60       | 200      | ▼740      |  -11.71%
00405A   | 主動富邦台灣龍耀   | 9.13     | 9.36     | 9.12     | 9.23     | 190,726,065  | 9.34        | 11000    | ▼1,210    |   -1.18%
5498     | 凱崴         | 50.20    | 50.50    | 49.60    | 50.10    | 639,203      | 69.61       | 188      | ▼3,668    |  -28.03%
1301     | 台塑         | 62.70    | 64.70    | 62.00    | 64.10    | 16,324,024   | 50.50       | 100      | ▲1,360    |  +26.93%
6498     | 久禾光        | 66.60    | 67.20    | 66.40    | 66.80    | 68,000       | 67.30       | 12       | ▼6        |   -0.74%
009821   | 野村稀土關鍵資源   | 14.15    | 14.22    | 14.15    | 14.18    | 4,083,395    | 17.30       | 12000    | ▼37,440   |  -18.03%
---------------------------------------------------------------------------------------------------------------------------------------
💰 庫存總投入:       6,426,664    📊 未實現損益:        +193,736 (  +3.01%)
