股票代碼,股票名稱,今日狀態,今日收盤,今日RSI,戰術標籤,隔天勝率,五日勝率,五日平均收益,平均洗盤深度,歷史次數,建議買進價,raw_wr5,raw_pnl
VCB.VN,未知,🔥 訊號出現,64900.0,77.42,🟡 妖股/高波動,70.00%,30.00%,6.49%,-1.33%,10,64037.02,0.3,0.0649
PLX.VN,未知,無,42950.0,64.65,🟢 黃金標的,100.00%,100.00%,16.35%,-1.96%,5,0.0,1.0,0.1635
VHM.VN,未知,無,159800.0,62.92,🟢 黃金標的,33.33%,100.00%,8.40%,-5.34%,3,0.0,1.0,0.084
VIC.VN,未知,無,218700.0,55.3,🟢 黃金標的,42.86%,85.71%,9.23%,-3.93%,7,0.0,0.8571,0.0923
BID.VN,未知,無,43800.0,67.79,🟢 黃金標的,55.56%,66.67%,8.09%,-2.48%,9,0.0,0.6667,0.0809
GMD.VN,未知,無,74500.0,55.01,🔵 穩健標的,71.43%,57.14%,0.69%,-3.31%,7,0.0,0.5714,0.0069
FRT.VN,未知,無,131400.0,6.0,⚪ 一般監控,50.00%,50.00%,0.88%,-2.19%,4,0.0,0.5,0.0088
BCM.VN,未知,無,54500.0,55.86,⚪ 一般監控,0.00%,50.00%,1.49%,-4.12%,4,0.0,0.5,0.0149
HPG.VN,未知,無,26550.0,37.82,⚪ 一般監控,50.00%,50.00%,0.09%,-2.03%,2,0.0,0.5,0.0009
FPT.VN,未知,無,76500.0,52.72,⚪ 一般監控,33.33%,33.33%,0.56%,-2.70%,3,0.0,0.3333,0.0056
VPB.VN,未知,無,27000.0,60.14,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0,0.0,0.0,0.0
MBB.VN,未知,無,24800.0,22.22,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0,0.0,0.0,0.0
VID.VN,未知,無,4800.0,50.0,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0,0.0,0.0,0.0
FUEVFVND.VN,未知,無,35840.0,32.62,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0,0.0,0.0,0.0
VJC.VN,未知,無,173500.0,38.1,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0,0.0,0.0,0.0
E1VFVN30.VN,未知,無,36000.0,52.61,🔴 空頭陷阱,100.00%,75.00%,-0.18%,-0.81%,4,0.0,0.75,-0.0018
SSI.VN,未知,無,27100.0,43.37,🔴 空頭陷阱,66.67%,66.67%,-1.29%,-5.54%,3,0.0,0.6667,-0.0129
VHC.VN,未知,無,58800.0,34.21,🔴 空頭陷阱,25.00%,25.00%,-2.78%,-3.08%,4,0.0,0.25,-0.0278
MWG.VN,未知,無,79500.0,34.9,🔴 空頭陷阱,33.33%,0.00%,-4.59%,-3.89%,3,0.0,0.0,-0.0459
GEE.VN,未知,無,113500.0,61.25,🔴 空頭陷阱,60.00%,0.00%,-7.26%,-9.39%,5,0.0,0.0,-0.0726
VNM.VN,未知,無,59000.0,34.43,🔴 空頭陷阱,0.00%,0.00%,-10.24%,-8.02%,1,0.0,0.0,-0.1024
HVN.VN,未知,無,21150.0,25.42,🔴 空頭陷阱,100.00%,0.00%,-4.38%,-4.72%,1,0.0,0.0,-0.0438
