股票代碼,股票名稱,今日狀態,今日收盤,今日RSI,戰術標籤,隔天勝率,五日勝率,五日平均收益,平均洗盤深度,歷史次數,建議買進價,raw_wr5,raw_pnl
BID.VN,未知,無,36950.0,54.99,🟢 黃金標的,54.55%,63.64%,5.19%,-2.26%,11,0,0.6364,0.0519
LPB.VN,未知,無,49400.0,31.18,⚪ 一般監控,50.00%,62.50%,2.07%,-1.94%,8,0,0.625,0.0207
PLX.VN,未知,無,36400.0,52.43,⚪ 一般監控,75.00%,50.00%,5.80%,-4.33%,12,0,0.5,0.058
FRT.VN,未知,無,145900.0,65.69,⚪ 一般監控,44.44%,44.44%,0.47%,-2.75%,9,0,0.4444,0.0047
VIC.VN,未知,無,236000.0,65.22,⚪ 一般監控,57.14%,42.86%,2.38%,-4.65%,7,0,0.4286,0.0238
VNM.VN,未知,無,62500.0,54.9,⚪ 一般監控,28.57%,42.86%,0.43%,-3.59%,7,0,0.4286,0.0043
VCB.VN,未知,無,60100.0,53.03,⚪ 一般監控,66.67%,33.33%,2.80%,-1.85%,12,0,0.3333,0.028
VID.VN,未知,無,4530.0,42.34,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0,0,0.0,0.0
FUEVFVND.VN,未知,無,34980.0,71.2,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0,0,0.0,0.0
VPB.VN,未知,無,27400.0,73.53,🔴 空頭陷阱,0.00%,50.00%,-2.67%,-4.17%,2,0,0.5,-0.0267
SSI.VN,未知,無,21400.0,72.03,🔴 空頭陷阱,25.00%,50.00%,-2.79%,-5.32%,4,0,0.5,-0.0279
GMD.VN,未知,無,79800.0,63.54,🔴 空頭陷阱,52.94%,41.18%,-1.18%,-2.55%,17,0,0.4118,-0.0118
BCM.VN,未知,無,43350.0,61.61,🔴 空頭陷阱,0.00%,40.00%,-0.75%,-5.28%,5,0,0.4,-0.0075
FPT.VN,未知,無,72200.0,55.83,🔴 空頭陷阱,20.00%,40.00%,-0.16%,-3.47%,5,0,0.4,-0.0016
E1VFVN30.VN,未知,無,35500.0,69.21,🔴 空頭陷阱,66.67%,33.33%,-1.42%,-1.34%,3,0,0.3333,-0.0142
VHC.VN,未知,無,52300.0,57.38,🔴 空頭陷阱,44.44%,33.33%,-0.96%,-2.45%,9,0,0.3333,-0.0096
HPG.VN,未知,無,22200.0,52.86,🔴 空頭陷阱,33.33%,33.33%,-0.29%,-1.88%,3,0,0.3333,-0.0029
HDB.VN,未知,無,27800.0,65.06,🔴 空頭陷阱,55.56%,33.33%,-1.21%,-1.72%,9,0,0.3333,-0.0121
HVN.VN,未知,無,23000.0,35.59,🔴 空頭陷阱,75.00%,25.00%,-3.72%,-3.82%,4,0,0.25,-0.0372
VHM.VN,未知,無,73800.0,52.67,🔴 空頭陷阱,20.00%,20.00%,-1.41%,-5.24%,5,0,0.2,-0.0141
GEE.VN,未知,無,65000.0,45.95,🔴 空頭陷阱,50.00%,16.67%,-6.49%,-7.85%,12,0,0.1667,-0.0649
MBB.VN,未知,無,21050.0,50.83,🔴 空頭陷阱,0.00%,0.00%,-4.20%,-4.00%,1,0,0.0,-0.042
MWG.VN,未知,無,75900.0,68.7,🔴 空頭陷阱,50.00%,0.00%,-6.17%,-3.14%,4,0,0.0,-0.0617
VJC.VN,未知,無,126500.0,54.24,🔴 空頭陷阱,50.00%,0.00%,-3.02%,-4.94%,2,0,0.0,-0.0302
