股票代碼,股票名稱,今日狀態,今日收盤,今日RSI,戰術標籤,隔天勝率,五日勝率,五日平均收益,平均洗盤深度,歷史次數,建議買進價,raw_wr5,raw_pnl
BID.VN,未知,無,38000.0,43.8,🟢 黃金標的,50.00%,70.00%,5.91%,-2.46%,10,0,0.7,0.0591
PLX.VN,未知,無,33450.0,42.04,🟢 黃金標的,77.78%,66.67%,8.74%,-4.83%,9,0,0.6667,0.0874
LPB.VN,未知,無,53800.0,60.36,⚪ 一般監控,50.00%,62.50%,2.07%,-1.94%,8,0,0.625,0.0207
BCM.VN,未知,無,37000.0,23.36,⚪ 一般監控,0.00%,50.00%,1.75%,-4.12%,4,0,0.5,0.0175
VIC.VN,未知,無,218000.0,50.85,⚪ 一般監控,57.14%,42.86%,2.38%,-4.65%,7,0,0.4286,0.0238
VNM.VN,未知,無,59500.0,63.2,⚪ 一般監控,28.57%,42.86%,0.43%,-3.59%,7,0,0.4286,0.0043
VCB.VN,未知,無,60000.0,54.99,⚪ 一般監控,66.67%,33.33%,2.80%,-1.85%,12,0,0.3333,0.028
VID.VN,未知,無,4500.0,46.34,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0,0,0.0,0.0
FUEVFVND.VN,未知,無,33580.0,41.73,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0,0,0.0,0.0
VPB.VN,未知,無,25650.0,48.28,🔴 空頭陷阱,0.00%,50.00%,-2.67%,-4.17%,2,0,0.5,-0.0267
SSI.VN,未知,無,24550.0,49.21,🔴 空頭陷阱,25.00%,50.00%,-2.79%,-5.32%,4,0,0.5,-0.0279
GMD.VN,未知,無,76500.0,48.48,🔴 空頭陷阱,50.00%,50.00%,-1.11%,-2.69%,14,0,0.5,-0.0111
VHC.VN,未知,無,53500.0,33.98,🔴 空頭陷阱,28.57%,42.86%,-0.68%,-3.11%,7,0,0.4286,-0.0068
HDB.VN,未知,無,26700.0,52.85,🔴 空頭陷阱,42.86%,42.86%,-1.21%,-1.73%,7,0,0.4286,-0.0121
FPT.VN,未知,無,71500.0,63.74,🔴 空頭陷阱,20.00%,40.00%,-0.16%,-3.47%,5,0,0.4,-0.0016
E1VFVN30.VN,未知,無,34530.0,48.46,🔴 空頭陷阱,66.67%,33.33%,-1.42%,-1.34%,3,0,0.3333,-0.0142
HPG.VN,未知,無,22150.0,47.71,🔴 空頭陷阱,33.33%,33.33%,-0.29%,-1.88%,3,0,0.3333,-0.0029
FRT.VN,未知,無,133100.0,74.22,🔴 空頭陷阱,42.86%,28.57%,-1.23%,-2.71%,7,0,0.2857,-0.0123
HVN.VN,未知,無,23750.0,44.0,🔴 空頭陷阱,75.00%,25.00%,-3.72%,-3.82%,4,0,0.25,-0.0372
VHM.VN,未知,無,152900.0,65.97,🔴 空頭陷阱,20.00%,20.00%,-1.41%,-5.24%,5,0,0.2,-0.0141
GEE.VN,未知,無,70000.0,36.34,🔴 空頭陷阱,54.55%,18.18%,-5.81%,-7.55%,11,0,0.1818,-0.0581
MBB.VN,未知,無,24400.0,54.05,🔴 空頭陷阱,0.00%,0.00%,-4.20%,-4.00%,1,0,0.0,-0.042
MWG.VN,未知,無,72100.0,44.65,🔴 空頭陷阱,33.33%,0.00%,-6.17%,-3.39%,3,0,0.0,-0.0617
VJC.VN,未知,無,126500.0,42.86,🔴 空頭陷阱,50.00%,0.00%,-3.02%,-4.94%,2,0,0.0,-0.0302
