
📅 投資日報表: 2026-07-03
=======================================================================================================================================
代號     | 名稱       | 開盤     | 最高     | 最低     | 最新     | 成交量         | 平均成本    | 股數     | 損益       | 報酬%
---------------------------------------------------------------------------------------------------------------------------------------
2317     | 鴻海         | 237.00   | 241.00   | 236.00   | 240.50   | 50,441,014   | 241.21      | 2000     | ▼1,420    |   -0.29%
4142     | 國光生        | 17.40    | 18.00    | 17.40    | 17.80    | 1,970,897    | 25.32       | 1000     | ▼7,520    |  -29.70%
0050     | 元大台灣50     | 106.15   | 108.80   | 106.10   | 108.35   | 82,202,100   | 46.60       | 16000    | ▲988,000  | +132.51%
0056     | 元大高股息      | 52.10    | 52.95    | 52.10    | 52.85    | 33,906,507   | 36.43       | 4000     | ▲65,680   |  +45.07%
00635U   | 期元大S&P黃金   | 43.19    | 43.72    | 43.19    | 43.60    | 7,459,911    | 55.25       | 3000     | ▼34,950   |  -21.09%
00738U   | 期元大道瓊白銀    | 49.44    | 50.40    | 49.44    | 50.25    | 4,576,479    | 66.26       | 1000     | ▼16,010   |  -24.16%
00929    | 復華台灣科技優息   | 30.89    | 31.41    | 30.81    | 31.34    | 21,641,310   | 19.73       | 8000     | ▲92,880   |  +58.84%
009816   | 凱基台灣TOP50  | 15.43    | 15.79    | 15.38    | 15.75    | 101,572,082  | 11.01       | 63000    | ▲298,620  |  +43.05%
00990A   | 主動元大AI新經濟  | 19.48    | 19.76    | 18.81    | 19.76    | 64,716,934   | 11.48       | 5000     | ▲41,400   |  +72.13%
2009     | 第一銅        | 38.55    | 39.90    | 38.55    | 39.65    | 2,529,831    | 50.56       | 4000     | ▼43,640   |  -21.58%
2337     | 旺宏         | 142.00   | 147.00   | 140.50   | 142.50   | 52,613,751   | 95.28       | 2000     | ▲94,440   |  +49.56%
2409     | 友達         | 30.05    | 30.50    | 29.60    | 30.00    | 230,264,943  | 16.21       | 2000     | ▲27,580   |  +85.07%
3481     | 群創         | 66.80    | 67.30    | 65.80    | 66.00    | 300,187,247  | 25.10       | 4000     | ▲163,600  | +162.95%
6806     | 森崴能源       | 3.17     | 3.56     | 3.17     | 3.51     | 6,596,870    | 45.39       | 5000     | ▼209,400  |  -92.27%
3105     | 穩懋         | 408.00   | 422.00   | 400.50   | 411.00   | 17,383,530   | 556.47      | 300      | ▼43,641   |  -26.14%
4966     | 譜瑞-KY      | 658.00   | 663.00   | 650.00   | 654.00   | 846,816      | 1921.64     | 1000     | ▼1,267,640 |  -65.97%
2327     | 國巨*        | 1010.00  | 1075.00  | 999.00   | 1045.00  | 38,460,267   | 1030.00     | 1        | ▲15       |   +1.46%
00403A   | 主動統一升級50   | 10.94    | 11.18    | 10.84    | 11.14    | 208,034,379  | 10.68       | 26000    | ▲11,960   |   +4.31%
00981A   | 主動統一台股增長   | 31.49    | 32.33    | 31.20    | 32.26    | 175,535,063  | 27.48       | 2000     | ▲9,560    |  +17.39%
2330     | 台積電        | 2415.00  | 2465.00  | 2415.00  | 2445.00  | 29,404,970   | 225.55      | 10       | ▲22,194   | +984.02%
6789     | 采鈺         | 521.00   | 542.00   | 519.00   | 528.00   | 1,400,729    | 593.50      | 400      | ▼26,200   |  -11.04%
6849     | 奇鼎科技       | 170.50   | 177.50   | 166.50   | 172.50   | 303,536      | 266.40      | 280      | ▼26,292   |  -35.25%
7853     | 政美應用       | 386.50   | 423.50   | 374.50   | 421.00   | 2,113,286    | 409.29      | 280      | ▲3,279    |   +2.86%
3576     | 聯合再生       | 17.05    | 17.30    | 16.80    | 17.05    | 7,861,450    | 18.15       | 5000     | ▼5,500    |   -6.06%
1721     | 三晃         | 26.00    | 27.85    | 25.70    | 26.45    | 2,950,499    | 27.88       | 3000     | ▼4,300    |   -5.14%
8215     | 明基材        | 30.00    | 30.20    | 29.30    | 29.50    | 1,463,275    | 31.60       | 200      | ▼420      |   -6.65%
00405A   | 主動富邦台灣龍耀   | 9.34     | 9.48     | 9.25     | 9.44     | 57,636,021   | 9.34        | 11000    | ▲1,100    |   +1.07%
5498     | 凱崴         | 60.40    | 61.90    | 60.00    | 61.00    | 1,405,869    | 69.61       | 188      | ▼1,619    |  -12.37%
1301     | 台塑         | 60.60    | 64.00    | 59.00    | 62.10    | 189,828,205  | 50.50       | 100      | ▲1,160    |  +22.97%
6498     | 久禾光        | 94.10    | 94.60    | 93.30    | 94.40    | 86,233       | 67.30       | 12       | ▲325      |  +40.27%
009821   | 野村稀土關鍵資源   | 14.34    | 14.44    | 14.25    | 14.41    | 18,501,503   | 17.30       | 12000    | ▼34,680   |  -16.71%
---------------------------------------------------------------------------------------------------------------------------------------
💰 庫存總投入:       6,653,614    📊 未實現損益:         +98,562 (  +1.48%)
